,Código do componente,Nome do componente,Link do componente,Docente,Horário,Local da aula,Carga horária,Tamanho da turma
2145,EFL0068,PRODUTOS ENERGETICOS DA MADEIRA,,AILTON TEIXEIRA DO VALE,Quarta-feira 16:00 às 17:50Quinta-feira 16:00 às 17:50  , EFL - Sala A5 2º ANDAR,60h,20
2146,EFL0070,PROCESSAMENTO MECÂNICO DA MADEIRA,,CLAUDIO HENRIQUE SOARES DEL MENEZZI,Quinta-feira 10:00 às 11:50  , EFL - Sala A4 2º ANDAR,30h,10
2147,EFL0072,TOPICOS EM BIODIVERSIDADE,,JOSE ROBERTO RODRIGUES PINTO,Sábado 08:00 às 11:50  , EFL - Laboratório de Ecologia Florestal,60h,20
2148,EFL0076,BIOLOGIA DA CONSERVACAO,,REUBER ALBUQUERQUE BRANDAO,Sábado 14:00 às 15:50  , EFL - Sala A4 2º ANDAR,15h,10
2149,EFL0076,BIOLOGIA DA CONSERVACAO,,FABIANA DALLACORTE,Sábado 14:00 às 15:50  , EFL - Sala A4 2º ANDAR,15h,10
2150,EFL0078,DISPERSAO E GERMINACAO DE SEMENTES FLORESTAIS,,ROSANA DE CARVALHO CRISTO MARTINS,Quinta-feira 08:00 às 11:50  , EFL - Sala A3 1º ANDAR,30h,15
2151,EFL0078,DISPERSAO E GERMINACAO DE SEMENTES FLORESTAIS,,ILDEU SOARES MARTINS,Quinta-feira 08:00 às 11:50  , EFL - Sala A3 1º ANDAR,30h,15
2152,EFL0083,INTRODUÇÃO À CIÊNCIA DO SOLO,,ALCIDES GATTO,Terça-feira 14:00 às 17:50  , EFL - SALA A2 - 1º ANDAR,60h,40
2153,EFL0089,FERTILIDADE DO SOLO E NUTRIÇÃO DE PLANTAS,,ALCIDES GATTO,Segunda-feira 14:00 às 17:50  , EFL - SALA A2 - 1º ANDAR,60h,40
2154,EFL0095,SISTEMAS E PRÁTICAS SILVICULTURAIS,,MAURO ELOI NAPPO,Terça-feira 14:00 às 17:50  , EFL - SALA A5 - 2º ANDAR,60h,30
2155,EFL0095,SISTEMAS E PRÁTICAS SILVICULTURAIS,,PAULO ERNANE NOGUEIRA DA SILVA,Terça-feira 14:00 às 17:50  , EFL - Sala A3 1º ANDAR,60h,10
2156,EFL0096,AVALIAÇÃO ECONÔMICA DE PROJETOS FLORESTAIS,,ALVARO NOGUEIRA DE SOUZA,Segunda-feira 14:00 às 17:50  , FT ET-70/14 LCC,60h,40
2157,EFL0097,PRÁTICAS SILVICULTURAIS APLICADAS A RECUPERAÇÃO DE ÁREAS DEGRADADAS,,MAURO ELOI NAPPO,Terça-feira 08:00 às 11:50  , EFL - SALA A5 - 2º ANDAR,60h,20
2158,EFL0099,SILVICULTURA CLONAL,,ANDERSON MARCOS DE SOUZA,Quinta-feira 14:00 às 17:50  , EFL - SALA A3 - 1º ANDAR,60h,20
2159,EFL0100,SISTEMA DE INFORMAÇÃO GEOGRÁFICA APLICADO À CIÊNCIA FLORESTAL,,ERALDO APARECIDO TRONDOLI MATRICARDI,Quarta-feira 14:00 às 17:50  , FT ET-70/14 LCC,60h,20
2160,EST0001,COMPUTAÇÃO EM ESTATÍSTICA 1,,JAMES MATOS SAMPAIO,Terça-feira 16:00 às 17:50  , Local enviado por e-mail,30h,30
2161,EST0001,COMPUTAÇÃO EM ESTATÍSTICA 1,,JAMES MATOS SAMPAIO,Sexta-feira 10:00 às 11:50  , Local enviado por e-mail,30h,30
2162,EST0004,ESTATÍSTICA COMPUTACIONAL,,GUILHERME SOUZA RODRIGUES,Terça-feira 16:00 às 17:50Quinta-feira 16:00 às 17:50  , a definir,60h,40
2163,EST0005,INFERÊNCIA BAYESIANA,,GUSTAVO LEONEL GILARDONI AVALLE,Terça-feira 10:00 às 11:50Quinta-feira 10:00 às 11:50  , a definir,60h,40
2164,EST0008,LABORATÓRIO DE ESTATÍSTICA 1,,JAMES MATOS SAMPAIO,Segunda-feira 14:00 às 15:50Quarta-feira 14:00 às 15:50  , a definir,60h,40
2165,EST0011,MODELOS LINEARES GENERALIZADOS,,TEREZINHA KESSIA DE ASSIS RIBEIRO,Segunda-feira 10:00 às 11:50Quarta-feira 10:00 às 11:50  , a definir,60h,40
2166,EST0015,TÓPICOS EM ESTATÍSTICA 1,,ANA MARIA NOGALES VASCONCELOS,Segunda-feira 16:00 às 17:50Quarta-feira 16:00 às 17:50  , a definir,60h,40
2167,EST0017,MÉTODOS ESTATÍSTICOS 2,,ANA MARIA NOGALES VASCONCELOS,Segunda-feira 14:00 às 15:50Quarta-feira 14:00 às 15:50  , a definir,60h,50
2168,EST0019,ESTATÍSTICA APLICADA,,JOSE ANGELO BELLONI,Segunda-feira 08:00 às 09:50Quarta-feira 08:00 às 09:50Sexta-feira 08:00 às 09:50  , a definir,90h,70
2169,EST0019,ESTATÍSTICA APLICADA,,TEREZINHA KESSIA DE ASSIS RIBEIRO,Segunda-feira 08:00 às 09:50Quarta-feira 08:00 às 09:50Sexta-feira 08:00 às 09:50  , a definir,90h,70
2170,EST0019,ESTATÍSTICA APLICADA,,JOSE ANGELO BELLONI,Segunda-feira 10:00 às 11:50Quarta-feira 10:00 às 11:50Sexta-feira 10:00 às 11:50  , Local enviado por e-mail,90h,70
2171,EST0019,ESTATÍSTICA APLICADA,,LUIS GUSTAVO DO AMARAL VINHA,Segunda-feira 10:00 às 11:50Quarta-feira 10:00 às 11:50Sexta-feira 10:00 às 11:50  , a definir,90h,70
2172,EST0019,ESTATÍSTICA APLICADA,,LEANDRO TAVARES CORREIA,Segunda-feira 16:00 às 17:50Quarta-feira 16:00 às 17:50Sexta-feira 16:00 às 17:50  , a definir,90h,70
2173,EST0019,ESTATÍSTICA APLICADA,,FREDERICO MACHADO ALMEIDA,Segunda-feira 19:00 às 20:40Quarta-feira 19:00 às 20:40Sexta-feira 19:00 às 20:40  , a definir,90h,70
2174,EST0019,ESTATÍSTICA APLICADA,,FREDERICO MACHADO ALMEIDA,Segunda-feira 20:50 às 22:30Quarta-feira 20:50 às 22:30Sexta-feira 20:50 às 22:30  , Local enviado por e-mail,90h,80
2175,EST0023,PROBABILIDADE E ESTATÍSTICA,,ANTONIO EDUARDO GOMES,Segunda-feira 08:00 às 09:50Quarta-feira 08:00 às 09:50  , a definir,60h,50
2176,EST0023,PROBABILIDADE E ESTATÍSTICA,,RAUL YUKIHIRO MATSUSHITA,Segunda-feira 08:00 às 09:50Quarta-feira 08:00 às 09:50  , a definir,60h,65
2177,EST0023,PROBABILIDADE E ESTATÍSTICA,,HELTON SAULO BEZERRA DOS SANTOS,Quarta-feira 08:00 às 09:50Sexta-feira 08:00 às 09:50  , a definir,60h,65
2178,EST0023,PROBABILIDADE E ESTATÍSTICA,,THAIS CARVALHO VALADARES RODRIGUES,Segunda-feira 10:00 às 11:50Quarta-feira 10:00 às 11:50  , a definir,60h,65
2179,EST0023,PROBABILIDADE E ESTATÍSTICA,,ANDRE LUIZ FERNANDES CANCADO,Quarta-feira 10:00 às 11:50Sexta-feira 10:00 às 11:50  , Local enviado por e-mail,60h,65
2180,EST0023,PROBABILIDADE E ESTATÍSTICA,,LUCAS MOREIRA,Segunda-feira 14:00 às 15:50Quarta-feira 14:00 às 15:50  , a definir,60h,65
2181,EST0023,PROBABILIDADE E ESTATÍSTICA,,EDUARDO YOSHIO NAKANO,Segunda-feira 14:00 às 15:50Quarta-feira 14:00 às 15:50  , Local enviado por e-mail,60h,65
2182,EST0023,PROBABILIDADE E ESTATÍSTICA,,HELTON SAULO BEZERRA DOS SANTOS,Quarta-feira 14:00 às 15:50Sexta-feira 14:00 às 15:50  , a definir,60h,65
2183,EST0023,PROBABILIDADE E ESTATÍSTICA,,EDUARDO MONTEIRO DE CASTRO GOMES,Segunda-feira 16:00 às 17:50Quarta-feira 16:00 às 17:50  , a definir,60h,65
2184,EST0023,PROBABILIDADE E ESTATÍSTICA,,JOSE AUGUSTO FIORUCCI,Segunda-feira 19:00 às 20:40Quarta-feira 19:00 às 20:40  , a definir,60h,65
2185,EST0023,PROBABILIDADE E ESTATÍSTICA,,PETER ZORNIG,Segunda-feira 19:00 às 20:40Quarta-feira 19:00 às 20:40  , a definir,60h,65
2186,EST0027,BIOESTATÍSTICA,,JOANLISE MARCO DE LEON ANDRADE,Terça-feira 08:00 às 09:50Quinta-feira 08:00 às 09:50  , Local enviado por e-mail,30h,60
2187,EST0027,BIOESTATÍSTICA,,EDUARDO MONTEIRO DE CASTRO GOMES,Terça-feira 08:00 às 09:50Quinta-feira 08:00 às 09:50  , Local enviado por e-mail,30h,60
2188,EST0027,BIOESTATÍSTICA,,JOANLISE MARCO DE LEON ANDRADE,Terça-feira 10:00 às 11:50Quinta-feira 10:00 às 11:50  , Local enviado por e-mail,30h,60
2189,EST0027,BIOESTATÍSTICA,,EDUARDO MONTEIRO DE CASTRO GOMES,Terça-feira 10:00 às 11:50Quinta-feira 10:00 às 11:50  , Local enviado por e-mail,30h,60
2190,EST0027,BIOESTATÍSTICA,,JULIANA BETINI FACHINI GOMES,Segunda-feira 16:00 às 17:50Quarta-feira 16:00 às 17:50  , a definir,60h,60
2191,EST0033,ESTATÍSTICA EXPLORATÓRIA,,LUIS GUSTAVO DO AMARAL VINHA,Segunda-feira 08:00 às 09:50Quarta-feira 08:00 às 09:50  , a definir,60h,50
2192,EST0035,INFERENCIA ESTATISTICA,,ANTONIO EDUARDO GOMES,Terça-feira 10:00 às 11:50Quinta-feira 10:00 às 11:50Sexta-feira 10:00 às 11:50  , Local enviado por e-mail,90h,40
2193,EST0036,TECNICAS DE AMOSTRAGEM,,ALAN RICARDO DA SILVA,Terça-feira 08:00 às 09:50Quinta-feira 08:00 às 09:50Sexta-feira 08:00 às 09:50  , Local enviado por e-mail,90h,40
2194,EST0038,ANÁLISE DE REGRESSÃO LINEAR,,MARIA TERESA LEAO COSTA,Segunda-feira 08:00 às 09:50Quarta-feira 08:00 às 09:50Sexta-feira 08:00 às 09:50  , Local enviado por e-mail,90h,40
2195,EST0040,ANÁLISE MULTIVARIADA 1,,GLADSTON LUIZ DA SILVA,Terça-feira 08:00 às 09:50Quinta-feira 08:00 às 09:50  , Local enviado por e-mail,60h,40
2196,EST0042,DELINEAMENTO E ANÁLISE DE EXPERIMENTOS,,JULIANA BETINI FACHINI GOMES,Segunda-feira 14:00 às 15:50Quarta-feira 14:00 às 15:50Sexta-feira 14:00 às 15:50  , Local enviado por e-mail,90h,40
2197,EST0045,CONTROLE ESTATISTICO DE QUALIDADE,,GLADSTON LUIZ DA SILVA,Quarta-feira 10:00 às 11:50Sexta-feira 10:00 às 11:50  , a definir,60h,50
2198,EST0048,PROCESSOS ESTOCASTICOS,,LUCAS MOREIRA,Segunda-feira 16:00 às 17:50Quarta-feira 16:00 às 17:50  , A definir,60h,40
2199,EST0054,PESQUISA OPERACIONAL 1,,PETER ZORNIG,Segunda-feira 16:00 às 17:50Quarta-feira 16:00 às 17:50  , a definir,60h,50
2200,EST0069,INTRODUCAO A PROBABILIDADE,,CIRA ETHEOWALDA GUEVARA OTINIANO,Segunda-feira 10:00 às 11:50Quarta-feira 10:00 às 11:50  , Local enviado por e-mail,60h,50
2201,EST0070,METODOS ESTATISTICOS 1,,MARIA TERESA LEAO COSTA,Segunda-feira 10:00 às 11:50Quarta-feira 10:00 às 11:50  , Local enviado por e-mail,60h,50
2202,EST0081,TRABALHO DE CONCLUSÃO DE CURSO 1,,LEANDRO TAVARES CORREIA,Sexta-feira 08:00 às 11:50  , a definir,60h,40
2203,EST0086,ANÁLISE DE SOBREVIVÊNCIA,,EDUARDO YOSHIO NAKANO,Segunda-feira 08:00 às 09:50Quarta-feira 08:00 às 09:50  , a definir,60h,40
2204,EST0090,COMPUTAÇÃO EM ESTATÍSTICA 2: SAS,,ALAN RICARDO DA SILVA,Terça-feira 10:00 às 11:50Quinta-feira 10:00 às 11:50  , Local enviado por e-mail,60h,30
2205,EST0091,COMPUTAÇÃO EM ESTATÍSTICA 2: R,,THAIS CARVALHO VALADARES RODRIGUES,Segunda-feira 14:00 às 15:50Quarta-feira 14:00 às 15:50  , a definir,60h,30
2206,FIL0002,TEORIAS FILOSÓFICAS DA LINGUAGEM,,FELIPE SANTIAGO AMARAL,Segunda-feira 14:00 às 15:50Quarta-feira 14:00 às 15:50Sexta-feira 14:00 às 15:50  , PJC BT 020,90h,40
2207,FIL0002,TEORIAS FILOSÓFICAS DA LINGUAGEM,,ANDRE LECLERC,Segunda-feira 19:00 às 20:40Quarta-feira 19:00 às 20:40Sexta-feira 19:00 às 20:40  , PJC BT 012,90h,40
2208,FIL0003,FILOSOFIA CONTEMPORÂNEA,,FABIO MASCARENHAS NOLASCO,Terça-feira 10:00 às 11:50Quinta-feira 10:00 às 11:50Sexta-feira 08:00 às 09:50  , PJC BT 100,90h,40
2209,FIL0003,FILOSOFIA CONTEMPORÂNEA,,FERNANDO RIBEIRO DE MORAES BARROS,Segunda-feira 20:50 às 22:30Quarta-feira 20:50 às 22:30Sexta-feira 20:50 às 22:30  , PAT AT 117,90h,40
2210,FIL0004,ESTÁGIO PEDAGÓGICO SUPERVISIONADO 1,,WANDERSON FLOR DO NASCIMENTO,Terça-feira 19:00 às 21:40Quinta-feira 19:00 às 21:40  , PJC BT 012,90h,40
2211,FIL0004,ESTÁGIO PEDAGÓGICO SUPERVISIONADO 1,,PEDRO ERGNALDO GONTIJO,Segunda-feira 10:00 às 11:50Quarta-feira 10:00 às 11:50Sexta-feira 12:00 às 13:50  , PJC BT 132,90h,40
2212,FIL0007,FILOSOFIA GERAL E METAFÍSICA,,AGNALDO CUOCO PORTUGAL,Terça-feira 14:00 às 15:50Quinta-feira 14:00 às 15:50Sexta-feira 14:00 às 15:50  , PJC BT 085,90h,40
2213,FIL0007,FILOSOFIA GERAL E METAFÍSICA,,HERIVELTO PEREIRA DE SOUZA,Segunda-feira 19:00 às 20:40Quarta-feira 19:00 às 20:40Sexta-feira 19:00 às 20:40  , PJC BT 125,90h,40
2214,FIL0017,FILOSOFIA E FEMINISMO,,ANA MIRIAM WUENSCH,Sexta-feira 08:00 às 11:50  , A Definir,60h,40
2215,FIL0025,PROJETO DE MONOGRAFIA FILOSÓFICA,,GUY HAMELIN,Sexta-feira 10:00 às 13:50  , Local a definir.,60h,3
2216,FIL0025,PROJETO DE MONOGRAFIA FILOSÓFICA,,ANDRE LECLERC,Sábado 08:00 às 11:50  , Local a definir.,60h,3
2217,FIL0025,PROJETO DE MONOGRAFIA FILOSÓFICA,,ROGERIO ALESSANDRO DE MELLO BASALI,Sexta-feira 12:00 às 12:55Sexta-feira 20:50 às 22:30Sábado 12:00 às 12:55  , A Definir,60h,3
2218,FIL0025,PROJETO DE MONOGRAFIA FILOSÓFICA,,AGNALDO CUOCO PORTUGAL,Sábado 14:00 às 17:50  , A Definir,60h,3
2219,FIL0025,PROJETO DE MONOGRAFIA FILOSÓFICA,,ANA MIRIAM WUENSCH,Sábado 08:00 às 11:50  , Local a definir.,60h,3
2220,FIL0025,PROJETO DE MONOGRAFIA FILOSÓFICA,,ALEXANDRE HAHN,Sábado 08:00 às 11:50  , A Definir,60h,3
2221,FIL0025,PROJETO DE MONOGRAFIA FILOSÓFICA,,CLAUDIO ARAUJO REIS,Sexta-feira 08:00 às 11:50  , A Definir,60h,3
2222,FIL0025,PROJETO DE MONOGRAFIA FILOSÓFICA,,PEDRO ERGNALDO GONTIJO,Sexta-feira 08:00 às 11:50  , A Definir,60h,3
2223,FIL0025,PROJETO DE MONOGRAFIA FILOSÓFICA,,SAMUEL JOSE SIMON RODRIGUES,Sábado 08:00 às 11:50  , Local a definir.,60h,3
2224,FIL0025,PROJETO DE MONOGRAFIA FILOSÓFICA,,GILBERTO TEDEIA,Sexta-feira 08:00 às 11:50  , A Definir,60h,3
2225,FIL0025,PROJETO DE MONOGRAFIA FILOSÓFICA,,RAQUEL IMANISHI RODRIGUES,Sexta-feira 19:00 às 22:30  , A Definir,60h,3
2226,FIL0025,PROJETO DE MONOGRAFIA FILOSÓFICA,,FABIO MASCARENHAS NOLASCO,Sábado 12:55 às 16:55  , A Definir,60h,3
2227,FIL0025,PROJETO DE MONOGRAFIA FILOSÓFICA,,MARCIO GIMENES DE PAULA,Sexta-feira 19:00 às 22:30  , A Definir,30h,3
2228,FIL0025,PROJETO DE MONOGRAFIA FILOSÓFICA,,GONZALO HUMBERTO TINAJEROS ARCE,Sexta-feira 19:00 às 22:30  , A Definir,30h,3
2229,FIL0025,PROJETO DE MONOGRAFIA FILOSÓFICA,,WANDERSON FLOR DO NASCIMENTO,Sábado 08:00 às 11:50  , A Definir,60h,3
2230,FIL0025,PROJETO DE MONOGRAFIA FILOSÓFICA,,PRISCILA ROSSINETTI RUFINONI,Sábado 08:00 às 11:50  , A Definir,60h,3
2231,FIL0025,PROJETO DE MONOGRAFIA FILOSÓFICA,,MARCIO GIMENES DE PAULA,Sábado 12:55 às 16:55  , A Definir,60h,3
2232,FIL0025,PROJETO DE MONOGRAFIA FILOSÓFICA,,MARCOS AURELIO FERNANDES,Sexta-feira 19:00 às 22:30  , A Definir,60h,3
2233,FIL0025,PROJETO DE MONOGRAFIA FILOSÓFICA,,ANDRE LUIS MUNIZ GARCIA,Sexta-feira 19:00 às 22:30  , A Definir,60h,3
2234,FIL0025,PROJETO DE MONOGRAFIA FILOSÓFICA,,EDUARDO WOLF PEREIRA,Sábado 12:55 às 16:55  , A Definir,60h,3
2235,FIL0025,PROJETO DE MONOGRAFIA FILOSÓFICA,,ERICK CALHEIROS DE LIMA,Sábado 12:55 às 16:55  , A Definir,60h,3
2236,FIL0025,PROJETO DE MONOGRAFIA FILOSÓFICA,,FELIPE SANTIAGO AMARAL,Sexta-feira 08:00 às 11:50  , A Definir,60h,3
2237,FIL0025,PROJETO DE MONOGRAFIA FILOSÓFICA,,FERNANDO RIBEIRO DE MORAES BARROS,Sexta-feira 08:00 às 11:50  , A Definir,60h,3
2238,FIL0025,PROJETO DE MONOGRAFIA FILOSÓFICA,,GABRIELE CORNELLI,Sexta-feira 16:55 às 20:40  , A Definir,60h,3
2239,FIL0025,PROJETO DE MONOGRAFIA FILOSÓFICA,,HERIVELTO PEREIRA DE SOUZA,Sexta-feira 08:00 às 11:50  , A Definir,60h,3
2240,FIL0025,PROJETO DE MONOGRAFIA FILOSÓFICA,,HUBERT JEAN FRANCOIS CORMIER,Sábado 08:00 às 11:50  , A Definir,60h,3
2241,FIL0025,PROJETO DE MONOGRAFIA FILOSÓFICA,,MARIA CECILIA PEDREIRA DE ALMEIDA,Sexta-feira 19:00 às 22:30  , A Definir,60h,3
2242,FIL0025,PROJETO DE MONOGRAFIA FILOSÓFICA,,PHILIPPE CLAUDE THIERRY LACOUR,Sexta-feira 08:00 às 11:50  , A Definir,60h,3
2243,FIL0028,MONOGRAFIA FILOSÓFICA,,HUBERT JEAN FRANCOIS CORMIER,Sexta-feira 08:00 às 11:50Sexta-feira 14:00 às 17:50  , A Definir,120h,3
2244,FIL0028,MONOGRAFIA FILOSÓFICA,,ANDRE LUIS MUNIZ GARCIA,Sexta-feira 08:00 às 11:50Sábado 08:00 às 11:50  , A Definir,90h,3
2245,FIL0028,MONOGRAFIA FILOSÓFICA,,ANA MIRIAM WUENSCH,Sexta-feira 12:55 às 18:55Sexta-feira 20:50 às 22:30  , Local a definir.,120h,3
2246,FIL0028,MONOGRAFIA FILOSÓFICA,,AGNALDO CUOCO PORTUGAL,Sexta-feira 16:55 às 18:55Sexta-feira 20:50 às 22:30Sábado 08:00 às 11:50  , A Definir,120h,3
2247,FIL0028,MONOGRAFIA FILOSÓFICA,,PEDRO ERGNALDO GONTIJO,Sexta-feira 14:55 às 22:30  , A Definir,120h,3
2248,FIL0028,MONOGRAFIA FILOSÓFICA,,FABIO MASCARENHAS NOLASCO,Sexta-feira 14:00 às 18:55Sábado 10:00 às 12:55  , A Definir,120h,3
2249,FIL0028,MONOGRAFIA FILOSÓFICA,,RAQUEL IMANISHI RODRIGUES,Sexta-feira 14:00 às 17:50Sábado 08:00 às 11:50  , A Definir,120h,3
2250,FIL0028,MONOGRAFIA FILOSÓFICA,,ANDRE LECLERC,Sexta-feira 08:00 às 11:50Sexta-feira 14:00 às 17:50  , Local a definir.,120h,3
2251,FIL0028,MONOGRAFIA FILOSÓFICA,,WANDERSON FLOR DO NASCIMENTO,Sexta-feira 08:00 às 11:50Sexta-feira 14:00 às 17:50  , A Definir,120h,3
2252,FIL0028,MONOGRAFIA FILOSÓFICA,,GILBERTO TEDEIA,Sábado 08:00 às 15:50  , A Definir,120h,3
2253,FIL0028,MONOGRAFIA FILOSÓFICA,,MARCIO GIMENES DE PAULA,Sexta-feira 08:00 às 09:50Sexta-feira 14:00 às 19:50  , A Definir,120h,4
2254,FIL0028,MONOGRAFIA FILOSÓFICA,,MARCOS AURELIO FERNANDES,Sexta-feira 08:00 às 11:50Sexta-feira 14:00 às 17:50  , A Definir,120h,3
2255,FIL0028,MONOGRAFIA FILOSÓFICA,,GABRIELE CORNELLI,Sábado 08:00 às 15:50  , A Definir,120h,3
2256,FIL0028,MONOGRAFIA FILOSÓFICA,,CLAUDIO ARAUJO REIS,Sexta-feira 12:00 às 15:50Sábado 08:00 às 11:50  , A Definir,120h,3
2257,FIL0028,MONOGRAFIA FILOSÓFICA,,PRISCILA ROSSINETTI RUFINONI,Sábado 12:55 às 20:40  , A Definir,120h,3
2258,FIL0028,MONOGRAFIA FILOSÓFICA,,ERICK CALHEIROS DE LIMA,Sexta-feira 12:55 às 18:55Sábado 08:00 às 09:50  , A Definir,120h,3
2259,FIL0028,MONOGRAFIA FILOSÓFICA,,MARCIO GIMENES DE PAULA,Sábado 08:00 às 15:50  , A Definir,60h,3
2260,FIL0028,MONOGRAFIA FILOSÓFICA,,GONZALO HUMBERTO TINAJEROS ARCE,Sábado 08:00 às 15:50  , A Definir,60h,3
2261,FIL0028,MONOGRAFIA FILOSÓFICA,,ALEXANDRE HAHN,Sexta-feira 19:00 às 22:30Sábado 12:55 às 16:55  , A Definir,120h,3
2262,FIL0028,MONOGRAFIA FILOSÓFICA,,EDUARDO WOLF PEREIRA,Sexta-feira 12:55 às 20:40  , A Definir,120h,3
2263,FIL0028,MONOGRAFIA FILOSÓFICA,,FELIPE SANTIAGO AMARAL,Sexta-feira 19:00 às 22:30Sábado 08:00 às 11:50  , A Definir,120h,3
2264,FIL0028,MONOGRAFIA FILOSÓFICA,,FERNANDO RIBEIRO DE MORAES BARROS,Sexta-feira 12:55 às 18:55Sábado 08:00 às 09:50  , A Definir,120h,3
2265,FIL0028,MONOGRAFIA FILOSÓFICA,,HERIVELTO PEREIRA DE SOUZA,Sábado 08:00 às 15:50  , A Definir,120h,3
2266,FIL0028,MONOGRAFIA FILOSÓFICA,,MARIA CECILIA PEDREIRA DE ALMEIDA,Sábado 08:00 às 15:50  , A Definir,120h,3
2267,FIL0028,MONOGRAFIA FILOSÓFICA,,PHILIPPE CLAUDE THIERRY LACOUR,Sexta-feira 12:55 às 18:55Sábado 08:00 às 09:50  , A Definir,120h,3
2268,FIL0028,MONOGRAFIA FILOSÓFICA,,ROGERIO ALESSANDRO DE MELLO BASALI,Sábado 08:00 às 11:50Sábado 14:00 às 17:50  , A Definir,120h,3
2269,FIL0028,MONOGRAFIA FILOSÓFICA,,SAMUEL JOSE SIMON RODRIGUES,Sexta-feira 12:55 às 20:40  , A Definir,120h,3
2270,FIL0069,INTRODUÇÃO À FILOSOFIA,,DANIEL SANTIAGO JOCKWICH MARTINEZ,Terça-feira 20:50 às 22:30Quinta-feira 20:50 às 22:30  , ICC ANF. 14,60h,70
2271,FIL0069,INTRODUÇÃO À FILOSOFIA,,HUBERT JEAN FRANCOIS CORMIER,Segunda-feira 14:00 às 15:50Quarta-feira 14:00 às 15:50  , ICC ANF. 14,60h,70
2272,FIL0069,INTRODUÇÃO À FILOSOFIA,,FELIPE RAMOS GALL,Segunda-feira 14:00 às 15:50Quarta-feira 14:00 às 15:50  , BSA N A1 63/11,60h,70
2273,FIL0069,INTRODUÇÃO À FILOSOFIA,,GONZALO HUMBERTO TINAJEROS ARCE,Segunda-feira 08:00 às 09:50Quarta-feira 08:00 às 09:50  , ICC ANF. 14,60h,70
2274,FIL0069,INTRODUÇÃO À FILOSOFIA,,HERIVELTO PEREIRA DE SOUZA,Segunda-feira 20:50 às 22:30Quarta-feira 20:50 às 22:30  , ICC ANF. 14,60h,70
2275,FIL0069,INTRODUÇÃO À FILOSOFIA,,MARIA CECILIA PEDREIRA DE ALMEIDA,Segunda-feira 10:00 às 11:50Quarta-feira 10:00 às 11:50  , BSA N A1 63/11,60h,70
2276,FIL0069,INTRODUÇÃO À FILOSOFIA,,ANA MIRIAM WUENSCH,Terça-feira 10:00 às 11:50Quinta-feira 10:00 às 11:50  , ICC ANF 7,60h,70
2277,FIL0069,INTRODUÇÃO À FILOSOFIA,,GONZALO HUMBERTO TINAJEROS ARCE,Segunda-feira 19:00 às 20:40Quarta-feira 19:00 às 20:40  , BSA N AT 29/41,60h,70
2278,FIL0069,INTRODUÇÃO À FILOSOFIA,,FELIPE RAMOS GALL,Terça-feira 16:00 às 17:50Quinta-feira 16:00 às 17:50  , BSA N AT 29/41,60h,70
2279,FIL0069,INTRODUÇÃO À FILOSOFIA,,Otávio Souza e Rocha Dias Maciel,Segunda-feira 20:50 às 22:30Quarta-feira 20:50 às 22:30  , BSA N AT 09/41,60h,70
2280,FIL0089,TOPICOS ESPECIAIS DE HISTORIA DA FILOSOFIA ANTIGA,,EDUARDO WOLF PEREIRA,Terça-feira 16:00 às 17:50Quinta-feira 16:00 às 17:50  , PJC BT 020,60h,40
2281,FIL0092,TOPICOS ESPECIAIS DE HISTORIA DA FILOSOFIA CONTEMPORANEA,,HUBERT JEAN FRANCOIS CORMIER,Segunda-feira 20:50 às 22:30Quarta-feira 20:50 às 22:30  , PJC BT 085,60h,40
2282,FIL0124,FILOSOFIA DA ARTE,,RAQUEL IMANISHI RODRIGUES,Terça-feira 16:00 às 17:50Quinta-feira 16:00 às 17:50  , PJC BT 068,60h,40
2283,FIL0134,MITO E FILOSOFIA,,MARCOS AURELIO FERNANDES,Segunda-feira 19:00 às 20:40Quarta-feira 19:00 às 20:40  , A Definir,60h,40
2284,FIL0142,TEXTOS FILOSÓFICOS GREGOS 1,,FELIPE RAMOS GALL,Terça-feira 10:00 às 11:50Quinta-feira 10:00 às 11:50  , A Definir,60h,40
2285,FIL0145,TEXTOS FILOSOFICOS LATINOS 1,,GUY HAMELIN,Terça-feira 08:00 às 09:50Quinta-feira 08:00 às 09:50  , A Definir,60h,40
2286,FIL0150,SEMINARIO ESPECIAL DE FILOSOFIA 1,,CLAUDIO ARAUJO REIS,Terça-feira 19:00 às 20:40Quinta-feira 19:00 às 20:40  , A Definir,60h,40
2287,FIL0160,TOPICOS ESPECIAIS DE FILOSOFIA DA HISTORIA,,GILBERTO TEDEIA,Terça-feira 20:50 às 22:30Quinta-feira 20:50 às 22:30  , A Definir,60h,40
2288,FIL0161,TOPICOS ESPECIAIS DE FILOSOFIA DA LINGUAGEM,,FELIPE SANTIAGO AMARAL,Terça-feira 19:00 às 20:40Quinta-feira 19:00 às 20:40  , PJC BT 028,60h,40
2289,FIL0165,INTRODUÇÃO À HISTÓRIA DA FILOSOFIA,,PHILIPPE CLAUDE THIERRY LACOUR,Segunda-feira 19:00 às 20:40Quarta-feira 19:00 às 20:40Sexta-feira 20:50 às 22:30  , PAT AT 101,90h,50
2290,FIL0165,INTRODUÇÃO À HISTÓRIA DA FILOSOFIA,,RAQUEL IMANISHI RODRIGUES,Terça-feira 10:00 às 11:50Quinta-feira 10:00 às 11:50Sexta-feira 10:00 às 11:50  , PAT AT 093,90h,50
